Gene	RC1A	RC1B	RC2A	RC2B	RC3A	RC3B	RC4A	RC4B	RH1A	RH1B	RH2A	RH2B	RH3A	RH3B	RH4A	RH4B	YC0A	YC0B	YC1A	YC1B	YC2A	YC2B	YC3A	YC3B	YC4A	YC4B	YH1A	YH1B	YH2A	YH2B	YH3A	YH3B	YH4A	YH4B	YM9A	YM9B
CNAG_07429	10.7032	9.15091	10.2871	18.2508	12.4984	12.4972	16.5005	14.8019	3.41321	16.5191	13.7944	18.2767	9.78239	5.79208	8.28053	18.7344	11.4024	8.51877	31.0527	22.9084	54.5749	35.9054	39.98	37.8304	27.7702	31.0519	42.1386	40.9017	45.4405	24.6762	30.4767	34.1006	24.8278	21.7668	34.662	43.7969
CNAG_07430	4.19409	8.99404	5.55783	9.09858	6.23986	5.50976	6.51632	4.34253	3.62019	6.03716	8.18957	5.50305	5.12123	5.6191700000000004	4.41271	12.4063	12.0333	3.08457	9.42983	10.3344	14.4218	16.31	11.4612	10.8921	10.2578	8.373	16.925	13.9373	16.335	17.4699	10.5138	11.8434	9.50784	16.0711	9.60552	9.96766
CNAG_07431	8.29394	7.93575	8.45628	6.89118	6.45309	10.905	9.18198	10.6139	7.34473	9.47556	11.3961	12.0216	7.95534	13.3094	10.3064	13.6771	15.4097	7.62298	11.6572	11.3711	16.5919	11.8073	14.3349	13.412	11.5004	9.04117	12.7846	9.04159	21.7251	17.7414	17.3364	16.5364	14.9237	17.073	12.4405	11.4965
CNAG_07432	0.22639599999999999	0	2.78014	3.36653	4.81901	3.51564	2.99788	5.31543	0	0.651505	0.601417	0.914385	0	0.882325	0.51771	1.38851	0	0.386105	0	0.40585	2.49557	1.36912	2.4177399999999998	2.53436	4.01162	3.42275	0.469682	0.35443	0	0.539603	0.540475	0.748593	3.25194	3.0899	0	3.31256
CNAG_07433	4.78802	1.69722	7.58657	4.58083	6.63954	8.26172	8.18315	9.51693	3.28608	2.46263	9.07072	8.46445	4.15666	8.99831	4.60048	9.09602	5.01174	3.6418	5.14059	3.83915	12.9354	11.4973	14.1397	12.7992	16.3306	20.2566	7.0734	3.14542	15.754	11.5137	11.9247	9.98516	14.1338	10.85	10.383	12.7141
CNAG_07434	5.1075067999999995	2.8908935000000002	4.907281899999999	5.056031000000001	4.6330993	7.19342	3.15534124	6.476534	6.9800281	7.9490258	4.0342198	6.19869	1.7465018	7.462661	2.1581	14.4195	8.9812078	6.4931096	5.9205224	5.50124	3.14948	4.70535	3.19938	5.95284	3.61003	5.9947812	12.16554	11.56102	12.1922	7.1389875	6.89392	10.4858	10.86267	10.9665067	3.4370338400000002	3.3349256300000003
CNAG_07435	52.892	44.1921	44.8662	43.4543	31.0657	24.4207	30.2575	28.5781	23.4487	29.4223	32.2072	22.2864	8.98426	20.0194	24.9239	34.1585	124.799	40.814	93.2375	164.829	83.1222	65.4025	41.6473	38.0043	31.5316	35.7532	146.794	155.338	63.9468	67.8826	49.3176	51.9574	37.8309	18.8618	15.9538	38.315
CNAG_07436	1.56294	0	2.22134	0	2.62317	0.734793	1.25324	0	10.0783	8.89707	7.0462	0	0.980352	1.51998	1.62557	6.78613	0	0	2.04688	3.95656	3.00723	4.45228	1.73087	0.549981	0.657087	0	6.72683	5.03146	6.59059	7.72007	3.9253	0	3.62842	2.79122	4.28125	0
CNAG_07437	5.74315	1.30102	11.0287	14.9175	9.03825	11.7098	9.44903	13.5772	2.97753	5.49819	11.5649	10.459	5.21508	6.99205	5.10294	12.1404	0	1.88982	3.03108	4.29703	10.6432	14.835	9.26384	10.627	9.52157	11.864	19.7461	7.78441	9.58782	12.6318	7.49711	17.4233	11.5637	12.3531	7.09094	9.06283
CNAG_07438	32.9147	22.5766	37.0148	33.6275	14.2542	17.2655	24.5335	19.3908	8.34245	32.519	15.4168	21.6504	4.05843	23.4007	9.40596	31.9464	36.779	6.97327	59.1502	34.2767	71.1328	57.9807	44.5165	27.4099	27.4235	22.8499	81.7664	68.2327	48.2815	48.0868	33.0086	35.7101	18.8974	24.6232	20.7104	15.0898
CNAG_07439	22.5637	38.8808	18.7361	23.5505	18.0015	21.2358	17.1295	14.8945	12.2778	27.3459	14.5305	15.8246	4.5489	12.1496	5.21603	11.621	6.05893	3.49111	22.3699	34.7653	58.3052	59.476	60.6165	58.166	38.1453	36.9929	48.1077	43.1477	48.3692	46.1967	41.6549	42.8627	27.6725	24.6261	38.2237	38.9617
CNAG_07440	9.20277	8.36714	24.7639	27.2608	18.3227	16.9574	30.702	26.5926	12.2459	10.988	47.3303	40.4391	28.5983	37.3314	29.5053	33.4775	11.815	12.007	13.7208	8.27862	5.74208	1.2834700000000001	17.0395	12.4128	20.4307	16.5493	20.9939	4.45382	12.0148	11.1257	21.9535	25.407	25.3545	37.3175	16.6011	19.7079
CNAG_07441	8.25785	6.46676	31.1605	12.194	14.6387	18.3109	21.4764	24.6235	17.387	13.4785	25.2352	25.9232	29.6891	19.5133	27.7122	38.0035	29.6747	4.56045	21.3786	5.95909	6.72045	6.65571	16.8137	4.93208	12.2518	12.4586	21.3595	12.5672	16.687	20.1897	15.3294	15.655	18.4528	18.717	19.2735	25.2247
CNAG_07442	195.139	114.907	298.202	225.796	247.739	209.343	200.133	202.614	79.4741	194.526	227.104	356.759	174.452	291.904	239.478	380.585	207.677	76.2202	249.849	157.534	128.851	114.348	50.0013	36.4893	68.2601	71.659	253.785	167.559	124.049	115.63	137.741	127.51	180.093	176.388	137.305	108.204
CNAG_07443	0	0	0.408655	0	1.29802	1.33647	0.699524	0	1.31612	0	0.891727	0.460146	0.768385	0	0.633481	1.48992	1.09155	0	1.44318	0.20415	1.05608	0.945658	1.83727	0.972779	0	0.652069	0.297433	0	0	0	1.37375	0	1.27123	0.980565	0	0.26333
CNAG_07444	8.70561	14.192	4.7043	8.40156	6.23307	5.32509	3.94291	1.20431	3.057	11.8804	7.3312	4.93067	2.97458	4.66373	2.20538	6.85535	5.84545	1.72106	5.50615	7.65771	12.0818	11.5514	9.35041	6.08917	4.41206	5.13815	5.9035	5.01975	6.85633	5.21607	7.85478	10.0825	7.10795	2.24369	8.20255	4.01381
CNAG_07445	41.1046	95.3386	131.781	156.746	158.328	218.098	199.381	253.226	26.4203	139.028	106.058	211.222	62.5483	196.638	70.0378	233.632	94.4642	67.4043	59.2495	120.383	102.277	127.055	70.0414	51.5287	39.0009	52.3924	101.019	147.077	152.602	181.011	164.801	283.136	187.174	185.587	74.2324	97.0449
CNAG_07446	58.9286	55.8022	38.6329	111.498	60.021	44.2146	42.7594	30.8262	25.7963	66.8952	60.3507	54.0922	16.3697	84.3223	30.916	96.8651	43.4518	60.4908	115.526	110.199	52.2782	66.257	49.0186	57.7967	64.8516	104.12	100.879	104.986	90.5947	74.4014	107.615	92.2965	83.8523	115.941	36.3297	101.734
CNAG_07447	1.05992	0	0	0	0	0	2.85863	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92129	0	3.14044	0	0	0	0	0	9.99273	6.45714	2.04541	0	0	0	0	0
CNAG_07448	1.73787	0.392819	2.2997	6.88808	1.33128	3.81623	0.71805	1.00056	0	0	3.22242	0	0.200241	0.28218	0.659247	1.01468	9.43064	0.328674	3.64756	0.207781	0.533284	0.638035	5.26755	6.20089	1.51948	2.19441	1.0534	0	2.49448	0.691507	1.73276	0	2.78003	0.495204	0	0.663853
CNAG_07449	0	4.40856	5.98586	4.28886	6.00388	7.64149	5.3588	7.73362	0.84984	6.22457	7.81369	4.66917	0.744233	2.46084	1.02136	4.42278	2.76699	3.06463	3.6437	2.8491	8.659	6.57102	5.60891	3.93209	2.62739	3.8375	7.89032	5.47722	7.76097	4.31605	6.71058	0	2.00354	1.237	3.39641	3.64971
CNAG_07450	13.6973	26.9372	9.40756	0	25.2895	8.92751	15.325	13.6903	4.05158	82.401	30.5791	47.6954	7.01868	12.424	14.9982	32.8573	104.45	3.26571	0	25.7262	55.1659	15.1485	39.4691	55.5311	26.9791	26.8589	26.4642	6.94636	18.1086	41.6058	73.7039	44.4494	83.3168	12.3211	19.2959	52.7434
CNAG_07453	2.9751	1.79413	12.6395	8.35007	11.3855	9.02175	10.2337	11.423	14.3061	10.9308	14.6837	9.62078	15.4895	13.5252	17.8153	8.68295	10.7681	4.68298	4.16813	3.43943	18.2846	12.0282	18.2326	14.17	22.841	16.5534	12.2077	14.3499	33.1918	20.5416	17.6274	34.443600000000004	19.1875	24.902	19.5463	23.9806
CNAG_07454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38433	0	0	0	0.694854	0	0	0	0.96397	0	0	0	0	0	0	0	0	0	0.999673
CNAG_07455	0	0	0	0	0	0	13.4546	0	0	0	0	0	0	0	26.0552	0	0	0	0	0	0	0	0	0	7.56977	0	0	0	0	0	0	0	0	0	0	0
CNAG_07456	15.7946	31.8301	25.49105	22.0922	25.389540000000004	39.3198	34.3202	36.160329999999995	0	21.49119	30.42136	29.4155	5.8348	45.450500000000005	16.427570000000003	26.1122	47.8382	15.92225	25.447809999999997	40.04	42.0441	79.10468	46.45907	35.9924	40.22022	14.335830000000001	17.118589999999998	5.487152	15.9777	78.2519	38.568600000000004	21.80971	25.778	26.8493	13.1196	13.013580000000001
CNAG_07457	0	12.0388	24.5933	18.8239	11.8831	4.0214	11.8147	9.14158	0	0	12.1833	0	0	8.31087	2.0078	7.37799	0	0	12.0294	7.86374	13.4532	0	5.1331	9.33845	1.95129	1.79504	0	0	0	0	0	0	0	0	0	2.20209
CNAG_07458	27.5695	25.0711	44.8816	52.1465	49.4851	39.739	26.3654	82.4757	11.36	38.0098	46.4637	77.8608	2.46738	30.2923	18.7602	23.0403	0	48.2402	75.1968	26.2001	18.7414	31.5895	42.8995	17.8056	24.4336	22.4287	33.4887	14.6244	31.1186	40.2663	12.3409	7.62587	43.1045	0	45.5702	6.88359
CNAG_07459	0	14.7537	0	7.67953	8.81643	4.90393	4.1675	0	3.32469	0	4.98322	13.1297	2.88237	5.1052	0	18.016	10.685	2.69155	0	0	0	0	0	5.72078	4.85797	2.21027	0	0	0	0	0	9.06456	0	0	0	2.71521
CNAG_07460	16.6968	18.5799	13.3174	14.0794	15.4761	14.7757	14.3262	11.0156	11.0528	22.5861	12.6975	14.6977	8.46935	11.4115	11.947	13.5353	7.63315	5.52119	22.2544	13.4043	26.5752	20.2893	36.35	16.5797	19.9862	18.3819	21.5984	14.5724	21.8343	27.6362	23.222	26.3707	19.9337	13.1899	13.7136	16.4233
CNAG_07461	0	0	0	0	5.16034	0	0	0	0	6.60579	4.39448	0	0	0	2.16481	7.97846	0	0	0	0	0	0	0	0	0	1.94507	0	0	0	0	0	23.8706	5.88213	0	0	0
CNAG_07462	13.2325	10.9949	18.6082	23.1479	14.5183	2.47223	15.5635	5.55647	1.76784	11.1936	17.826	4.33175	10.8219	0	2.57739	2.27613	10.3721	1.39681	39.1444	14.3891	28.9195	19.9308	18.0547	14.2065	16.0148	9.69168	7.28509	14.3102	0	9.99917	25.784	22.0453	29.5776	4.85877	7.35891	2.63162
CNAG_07463	2.21368	0.887396	5.22104	5.98031	3.87942	9.0671	5.54935	18.3793	1.51384	0.944828	3.15693	5.55681	1.90208	4.23464	2.27423	3.81086	5.48296	3.13674	3.18049	4.19948	5.02114	5.70237	9.63702	21.3303	27.6723	36.904	1.60952	3.49755	6.14038	3.50412	5.49976	11.7867	20.9972	28.813	13.0614	15.5064
CNAG_07464	2.72948	5.04539	23.1159	31.3582	20.6893	28.607	20.012	22.7932	3.53772	7.49638	5.26815	10.625	5.5077	8.9449	3.11578	9.3471	6.65021	3.80606	15.6042	16.9946	32.3906	44.0884	38.0487	38.8272	17.5996	13.5155	16.9979	17.489	12.8306	13.3145	17.9338	15.5902	20.7619	21.1819	12.9883	18.7366
CNAG_07465	13.5782	8.57466	12.6971	4.63158	12.4061	7.36994	11.0213	16.6971	2.33269	10.4529	3.74576	8.49199	3.40445	9.14825	1.12583	13.6537	10.0894	0.579164	21.5409	16.1912	24.6781	27.5945	28.5201	34.4381	14.6881	31.7112	37.1271	46.0471	41.4634	12.7218	18.6454	27.709	16.2551	25.6568	9.93393	21.717
CNAG_07466	16.6097	15.533	6.82081	10.0738	6.672	11.9534	7.36065	0	0	0	5.53858	2.49584	1.9337	3.20499	2.80015	8.44466	0	0	0	4.06933	9.94576	16.022	19.9231	20.4763	15.2345	8.83571	3.59026	2.28118	5.46722	8.64702	8.72348	0	3.17371	8.78527	7.39586	5.23083
CNAG_07466T2	0	0.911295	0	0	6.08702	0	0	7.80429	2.4329	3.85461	0	0	0	0	0	4.56228e-4	3.61427	0.709118	17.276	0	0.0513734	0	0	2.10278	0	0	0	0	0	0	0	3.86116	1.41223	0	0	6.57262
CNAG_07469	10.4444	14.7936	23.5877	24.9894	18.1871	19.6144	18.4354	20.6049	6.96527	16.871	20.9179	24.9694	10.6229	17.7878	11.8318	19.7726	17.9079	12.5908	14.6646	17.2735	46.3314	34.6009	45.3938	40.2204	45.2149	49.1755	22.3486	19.5572	42.5866	43.0109	40.0631	57.2634	42.0454	44.2698	36.8593	48.4906
CNAG_07470	12.8518	12.6175	12.659	12.428	13.1415	12.6248	16.8451	11.9746	6.53537	11.5634	7.19088	11.0244	7.29424	12.5229	6.18346	17.0384	9.21679	2.92832	19.3449	19.3441	26.0609	20.8065	23.547	13.3815	13.2344	11.1462	22.5391	21.9333	14.0956	10.1291	10.5208	10.0902	10.3296	9.57107	11.4121	12.1617
CNAG_07471	12.0677	16.6023	1.07267	22.2193	6.76024	13.477	9.68942	24.1968	1.08507	0	4.54434	6.15215	3.79981	11.737	3.14972	3.9312	8.78881	3.29865	13.8079	5.99923	5.79394	12.8752	7.50685	7.95215	10.7657	9.55247	7.29355	4.85148	2.12228	7.44115	11.3431	0	18.6396	5.37841	6.19343	7.98721
CNAG_07472	6.49525	8.98039	12.2258	25.3511	11.9761	13.1934	14.5551	25.7364	1.4885	6.12701	14.8136	14.1597	2.60539	8.39513	4.3315	20.5702	12.681	1.15959	2.88085	5.49206	36.0787	37.4349	15.8059	34.6723	29.6073	52.3302	9.46231	14.0208	24.1016	27.0682	29.1115	46.7891	15.3593	59.0433	14.9542	12.7836
CNAG_07473	17.4353	14.7577	21.3291	25.9377	25.9758	27.7697	27.1632	25.1099	8.6874	18.3412	20.3621	25.8534	14.2792	17.969	15.3056	30.2701	19.8796	9.26124	18.0888	16.2224	39.9591	36.7168	48.798	46.2737	53.4373	48.8784	25.6091	25.7758	62.6901	57.0512	54.8105	70.1087	43.9922	40.5328	57.3059	66.6114
CNAG_07474	2.95321	0.669108	7.79644	6.57432	8.44778	6.25288	9.71449	10.2181	8.41197	2.82694	16.2792	7.96851	6.02729	12.4638	7.72625	11.6234	12.2835	3.60793	8.10825	4.77316	16.8826	8.17626	7.41281	11.1015	12.1957	12.0194	9.00034	5.42481	23.2372	14.7677	14.835	33.3954	17.0238	12.7102	10.6095	13.4197
CNAG_07475	1.31399	0	3.74602	7.75361	2.21708	0.617906	1.05983	5.4906	0.958693	5.6228	4.65751	1.07045	0.83949	2.55653	1.39009	5.7152	0	2.16825	10.2479	1.89807	5.01332	6.69514	2.16814	1.3784	6.57911	7.74746	2.10704	9.82668	3.70923	4.83644	4.90356	13.084	4.0306	4.65467	0	0.627653
CNAG_07476	2.839	2.03547	6.15679	1.98752	2.59721	1.57174	5.25951	1.26793	3.46173	7.45246	7.2062	7.41593	4.08089	6.50898	7.67157	12.4419	7.66558	1.80709	4.39989	4.48882	4.59277	4.12494	0.623191	0.791804	0.872624	0.314933	5.44787	7.05002	2.40188	5.16638	3.08293	6.90099	4.35759	3.12768	1.1193	1.29506
CNAG_07477	5.12592	6.19927	10.4525	10.3478	11.49	7.40871	9.70668	6.82417	2.04071	6.85099	6.33454	9.60878	5.48895	7.67024	5.66976	11.5519	15.0584	2.29262	7.12352	3.21522	9.73906	6.83594	9.37307	6.45079	7.80389	4.42153	5.31082	2.09978	6.3175	5.66587	10.5811	7.86804	8.95345	6.23724	2.94551	7.4371
CNAG_07478	2.79408	1.08406	9.20701	8.29912	3.88965	5.07103	9.54046	9.10837	5.31028	5.73551	6.94407	7.42597	3.00908	8.16496	6.75902	8.73318	6.12354	0.902839	2.01743	0.429825	7.37685	6.3935	8.56586	7.8911	8.72889	9.71487	8.94426	9.40819	12.0101	7.16789	15.8249	8.5842	11.0956	15.0696	16.1092	15.4366
CNAG_07479	6.61805	2.98653	9.87068	11.0785	12.5556	12.7818	16.3521	10.2754	3.3055	6.15419	15.5185	16.3603	8.20165	9.80768	9.28318	16.8012	8.96273	9.3527	3.28369	3.55706	3.5355	2.26861	6.53641	5.3655	3.87567	2.64938	1.92609	2.22622	3.37272	3.93426	3.3627	2.05088	3.64447	3.51775	3.51	4.02061
CNAG_07480	0	0	0	0	0	0.807241	0	0	0	0	0	0	0	0	0.884127	0	0	0	0	0	0	0	0	0	1.45131	0	0	0	0	0	0	0	0	0	0	0
CNAG_07481	7.66775	2.36505	5.27912	2.58904	3.39995	3.44401	5.75216	8.6727900000000009	3.56012	6.01214	3.13069	8.73608	1.19912	9.84618	4.5416	8.84868	15.3636	7.50088	11.4324	13.1316	3.85805	4.99833	2.6142	2.49128	2.53647	3.83685	9.7942	11.3062	7.99669	5.41708	6.06	11.5295	6.31808	12.5387	8.43313	7.84685
CNAG_07482	12.3164	14.6101	6.48486	6.10354	6.0484	4.58822	4.77461	4.0763	6.70235	13.2881	4.49265	7.8781	4.6244	14.2495	6.87902	15.0597	7.86006	6.70367	16.1402	16.9308	3.5392	2.82362	2.05687	1.1325	0.93091	1.06794	7.32556	5.22554	4.05354	5.20253	3.3729	7.21252	3.59513	4.82023	0.68886	1.76198
CNAG_07483	5.67889	2.56129	3.13071	5.09867	4.36847	4.4541	3.92943	6.40447	1.30169	1.81775	2.5058	4.29139	1.89985	3.33803	2.96738	3.0829	3.96175	2.26422	5.30285	5.8443	15.3297	9.28273	11.317	11.8502	13.8426	17.3937	5.96198	4.78407	10.1251	7.81383	8.02896	6.70303	7.03662	12.093	10.1379	7.21508
CNAG_07485	7.89767	16.1721071	10.7981	9.81711	9.84624	10.5783135251	13.2481	14.6364	1.53364	13.2975	10.6712077	8.91724	8.05841	7.29927	5.70541	14.67846	9.30324	7.23612	23.4242	28.3313	24.8838	34.3692	28.1759	30.086	20.5576	22.833	22.7683	28.8878	15.77950377148	41.737700102491	19.6259	16.33695	16.1998	12.121	19.5824	10.3678
CNAG_07486	1.53327	2.08481	10.3011	8.34248	2.63055	10.5808	9.03246	8.84316	10.3076	38.1549	35.656	38.0675	8.67957	27.8746	20.0293	54.9762	2.94406	3.16819	1.94407	2.93745	3.79285	5.37976	1.10018	2.09701	2.49276	0.585426	14.4266	12.6123	27.0453	13.5011	24.0478	24.5292	29.292	15.8477	1.37748	2.59996
CNAG_07487	76.8647	157.857	97.551	165.554	170.341	246.181	187.599	279.856	25.2185	104.121	120.692	197.186	58.5059	205.055	68.7172	215.493	156.71	54.2532	70.7226	139.855	157.73	108.579	245.965	250.464	334.663	301.159	142.259	163.519	242.877	197.508	311.064	454.82	468.594	302.41	398.182	403.511
CNAG_07488	8.1679	5.55772	15.1053	29.4196	12.9928	23.6068	22.5011	25.0492	5.84989	15.0681	13.7271	21.7399	7.09339	14.2037	18.1954	22.4389	4.48468	3.60859	0	8.80636	13.5641	16.1926	22.9658	19.7887	18.0643	21.2172	4.88928	7.67008	35.0036	15.4415	17.645	30.9053	24.6008	25.1882	19.6774	30.5773
CNAG_07489	18.3485	14.5553	29.257	22.2938	15.0621	14.952	16.8532	11.8976	20.9549	21.25	14.1489	14.2789	6.68712	19.1854	11.1314	31.1728	22.6967	12.9759	28.1221	20.2166	14.1814	6.39648	6.80993	3.79501	5.76672	5.24306	16.8267	14.1283	7.71667	2.93309	10.8163	12.208	7.58129	8.77936	4.50315	5.42205
CNAG_07490	0	0	0	0	0	8.51601	0	0	0	0	0	0	10.5302	0	0	0	33.7098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74371
CNAG_07491	44.7288	41.9454	123.973	108.331	70.2662	60.7172	46.0611	37.7186	22.7262	45.7614	34.5147	24.9746	6.98323	9.51359	9.49636	11.6898	25.6676	9.84982	54.7624	36.1983	42.4505	27.0608	65.8552	68.2118	99.6856	121.524	40.5841	21.0567	33.8219	16.0519	53.3494	52.7538	60.278	90.3466	49.1934	72.2889
CNAG_07492	114.156	40.8431	282.838	0	38.9521	8.8376	54.965	0	127.738	70.0263	291.502	46.6563	177.697	56.0041	350.947	0	840.023	64.0822	234.949	31.3857	352.452	22.6691	114.636	0	76.6049	3.989	224.637	133.199	279.783	24.8072	247.487	16.5781	123.482	18.343	110.974	43.7682
CNAG_07493	154.14	27.7295	131.644	6.22849	86.6959	2.0828700000000002	61.1069	2.19066	196.144	153.233	252.458	26.4803	218.155	10.4692	323.208	12.1581	617.801	52.7637	114.567	42.685	113.769	5.27289	89.3186	0.433953	28.0001	1.07766	163.337	110.413	183.672	27.4265	114.29	12.5654	87.0011	10.9401	69.8705	56.9139
CNAG_07494	33.2401	38.9613	15.8824	27.8683	13.7961	13.8775	14.7808	12.9462	11.6779	22.6511	11.54	9.49029	4.15999	10.7139	8.98567	4.37882	3.82763	1.84567	38.6655	52.7863	69.1588	64.3445	70.9082	47.7627	28.3038	28.3622	64.335	68.3758	60.6656	57.8173	40.309	51.654	19.8075	18.7757	17.7787	29.5108
CNAG_07495	0	0	0	0	0.421227	0	0	0	3.27021	0	0	6.52614	0	0	0	0	0	0.172685	0	0	0	0	0	0	0	0	0	0.175229	0	0	0	0	0	0	0	0
CNAG_07496	0	0	0	0	0.251832	0.562751	0	0.491271	0.819443	1.26323	0	2.49046	0	0	0	1.05957	0	1.4798	0	0	0	0	0	0.150043	0	0	0	0	0	1.05394	0	0	0	0	0	0
CNAG_07497	4.60463e-6	1.79523e-6	1.65041e-6	0	1.48765e-6	2.59739e-7	5.35996e-8	2.65564e-7	1.39028e-4	0	0	5.85941e-6	2.8638e-5	0	2.27594e-6	4.26042e-5	0	0	0	6.9551	8.6542e-7	3.39801e-6	0	0	0	0	0	0	0	0	0	0	1.0337e-7	0	0	1.10546e-7
CNAG_07498	10.841	3.72171	33.7869	21.9834	22.8456	15.9309	31.1208	26.4322	8.87136	7.72925	17.1243	37.5448	12.084	31.637	24.3027	32.9982	44.6618	15.6331	3.52748	8.32141	1.29438	4.60805	2.23857	6.64074	10.1912	17.6029	7.9769	4.34651	17.2017	9.98686	21.949	31.4898	21.856	7.21065	18.5	22.694
CNAG_07499	8.5142	10.3056	17.1518	14.2817	24.4096	31.7117	35.2704	37.7649	3.02951	7.04016	17.7456	13.0188	6.94837	30.713	6.85818	20.0045	33.9593	17.6345	11.596	13.9598	11.1319	11.0413	15.4575	17.5531	20.7614	31.035	12.1991	6.79984	21.6201	12.5064	15.2188	18.5658	12.8558	20.6748	7.04364	14.1387
CNAG_07502	41.647	59.4952	56.2316	75.0169	52.9018	52.8525	38.1721	33.5759	10.9366	48.0874	24.5425	19.893	13.2779	18.7493	6.98823	11.8798	10.8802	2.8619	60.839	61.7999	140.122	141.184	165.504	137.227	119.78	109.698	88.7449	75.8821	134.898	124.372	93.8986	99.6617	72.98	44.8114	130.136	131.166
CNAG_07505	0.317242	0.430384	3.89138	1.88571	1.8216	3.73195	1.57189	0.876908	0	0	0.335721	0.256444	0	0.309054	0.720589	0.277789	0.607791	0.359684	0.399847	1.25191	1.46162	2.03413	2.71708000430365	2.15775	2.11181	1.32322	0.164948	0.165874	0.910306	1.89486	0.94990800218204	0	0.703378	2.17158	1.70495	1.12903
CNAG_07506	16.414	15.2923	15.243	15.0113	11.5403	9.49574	13.3594	9.04144	10.9398	24.7155	9.87463	12.5215	7.79052	14.5268	9.43679	8.31625	13.2459	3.51805	26.6254	31.1905	46.4955	50.4809	29.2882	20.7472	21.1131	15.8937	49.8039	42.9937	29.0298	25.9696	32.8012	27.1296	19.1925	14.0936	12.1085	19.0842
CNAG_07507	0.832716	1.50557	7.41401	3.30078	5.26395	5.22454	6.88319	9.0124	0.658014	2.39536	9.85789	6.9535	4.80201	6.21973	4.58441	7.05035	3.18928	2.36318	1.74711	2.38925	5.8747	2.13935	6.38211	7.92058	7.72573	6.83162	0.57666	0.870051	9.56391	6.95596	9.95871	10.0977	10.2422	9.013	7.08151	9.66534
CNAG_07508	1.17341	0.954218	6.44121	4.53638	6.07439	6.29469	4.36919	3.88964	0.930427	4.38947	8.97399	4.92913	2.11848	4.34437	1.87714	4.72896	8.98383	4.1347	1.77025	3.02923	4.744	4.51673	5.26427	4.14065	2.83605	5.14612	2.06967	1.59236	5.39451	3.35684	5.8844900000000004	4.26807	7.34916	8.00971	3.14912	4.29365
CNAG_07509	7.21786	8.76773	14.5165	9.02815	15.0314	16.9814	15.8189	14.183	3.57296	13.1027	15.2336	18.4342	4.95419	14.4319	7.08604	12.9678	23.3067	9.24249	7.67563	10.0893	9.47174	12.1635	23.4257	18.7654	19.6797	15.303	14.8396	6.36469	35.3908	15.4551	16.4183	18.2238	23.6377	24.7566	11.2398	26.7389
CNAG_07510	0.800154	7.06273	18.7447	16.6365	19.2635	18.2602	17.8057	22.962	8.13978	7.47334	18.7704	20.3879	8.49911	16.3676	11.7419	31.5119	20.7149	8.37032	9.09966	11.4885	21.443	22.982	25.543	24.8196	34.3492	45.1887	15.2199	7.12498	14.3306	25.8647	18.2653	28.4596	32.0302	32.2695	34.4461	42.9187
CNAG_07511	47.2864	46.7166	17.3458	46.5941	22.163	20.0246	15.4009	14.569	17.7865	41.9932	10.184	13.2165	4.11448	12.5614	5.8103	9.02732	8.24647	3.15709	56	45.5286	68.7939	62.2594	76.1719	56.9004	49.1416	53.025	58.0692	45.7383	53.5589	41.2047	41.3637	61.1653	36.3677	34.7084	51.4932	55.4838
CNAG_07512	31.2576	36.9457	44.7105	29.4103	21.5843	18.2169	30.9269	23.9724	45.9667	61.8633	25.5265	25.0294	28.9514	54.758	25.9502	52.7423	45.0354	18.3872	31.4156	23.5541	6.33519	3.15823	5.52155	0.974409	2.42992	0.543095	30.5405	23.0756	6.58615	2.39604	9.09139	13.2778	7.30368	12.7461	2.69578	4.07452
CNAG_07513	2.20221	1.43454	5.4301	4.24953	5.55371	5.75752	5.92707	4.33191	1.76796	5.63961	8.7676	13.1619	4.93143	11.3663	4.90211	11.8025	8.88308	3.39998	5.71555	2.86304	5.14415	5.36009	6.89741	5.18086	6.30998	5.76599	8.89065	6.74664	11.0425	9.19897	8.95724	11.5909	11.5049	9.83135	8.84444	10.6794
CNAG_07514	3.49833	2.36745	13.6644	11.4538	12.1704	14.3226	16.0627	18.1828	3.45396	5.03795	15.8773	17.9757	8.99237	19.8859	15.5262	25.1519	12.0365	6.11947	5.9891	4.21958	13.7663	11.7614	16.0786	12.896	17.829	15.1467	5.78871	6.49596	25.6818	20.0922	18.0906	28.9073	28.5755	24.7755	18.587	24.2613
CNAG_07515	0	0	0	15.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53118	0	0	0
CNAG_07516	22.0976	0	0	0	7.7733	6.34721	5.47932	9.79517	0	0	6.58466	0	0	0	0	0	0	0	0	12.5251	7.39801	0	0	0	0	0	0	0	0	0	4.9728	0	0	0	0	3.54446
CNAG_07517	10.985900000000001	2.86966	20.4004	16.3126	7.02049	9.14545	8.70139	13.1504	10.5617	12.1407	15.1312	13.6737	7.22597	9.05446	9.9997	17.7471	11.3469	8.5953	8.5485	11.3768	15.6304	9.57454	6.57821	8.64695	9.58963	13.9913	16.7451	19.9285	13.919	8.09858	8.12918	14.6802	7.99375	10.1595	7.39215	15.1877
