Gene	RC1A	RC1B	RC2A	RC2B	RC3A	RC3B	RC4A	RC4B	RH1A	RH1B	RH2A	RH2B	RH3A	RH3B	RH4A	RH4B	YC0A	YC0B	YC1A	YC1B	YC2A	YC2B	YC3A	YC3B	YC4A	YC4B	YH1A	YH1B	YH2A	YH2B	YH3A	YH3B	YH4A	YH4B	YM9A	YM9B
CNAG_00001	13.5247	51.8556	12.8313	0	7.06883	9.50148	13.1938	6.09579	26.0623	0	15.148	16.1861	10.8515	0	4.5352	14.4892	0	0	0	0	16.5442	5.48458	0	11.7566	0	14.6433	0	4.74235	0	0	0	0	15.0759	0	0	9.90405
CNAG_00002	1.76946	26.8527	21.3219	5.20294	9.86326	20.7929	5.65066	6.18269	4.99865	12.5723	13.1864	26.0231	5.47014	3.44043	1.81593	6.13891	0	0.959548	0	3.84489	12.0031	5.06747	0.985134	3.75448	2.99616	4.94252	2.87252	17.1322	2.4794	2.19609	7.83505	0	16.5547	6.36568	9.72835	24.9446
CNAG_00003	2.25949	2.04497	1.35762	7.27173	4.75124	6.20188	4.96872	7.02961	0	2.16485	4.37201	3.65467	2.06837	6.60298	0.638736	3.29621	11.5515	2.34403	4.75505	2.56789	3.82485	0.623615	3.83631	2.30902	5.94334	4.14977	1.17673	0.394304	1.6193	0.450567	4.97244	9.9669	3.62596	5.16598	1.01286	4.67696
CNAG_00004	5.95308	12.6862	15.3472	12.2195	13.6827	16.4074	12.3002	11.7506	3.80631	4.07706	9.31391	13.5164	2.54899	6.07589	3.22755	7.94498	8.14346	3.21739	4.99694	8.13401	4.17458	6.71177	10.6123	7.03102	10.1791	9.34045	5.89029	2.81416	4.06939	2.70671	7.6297	7.03152	8.16073	5.81475	13.3238	9.22381
CNAG_00005	0.345061	1.87311	0.746677	0	0.594056	0.324733	1.56621	0.477007	0.542402	0	3.09998	1.39497	0	2.01685	2.34652	7.25024	0.661299	1.17267	0	0.37144	0.636526	0.761241	3.51215	0.939509	3.90586	3.27426	2.69324	0.902637	5.93809	11.5502	14.0662	4.5658	11.3599	7.6838	2.31907	3.80453
CNAG_00006	9.30988	17.5697	32.9094	32.8938	34.2562	30.9971	36.9059	18.3688	20.2274	60.5629	30.5241	37.1669	18.6716	25.7989	15.4066	38.7777	16.5399	20.4541	36.5503	48.6871	38.1371	29.922	24.4157	23.3959	20.8051	29.4742	39.1538	35.502	44.9157	44.0953	34.3939	39.1401	36.5223	33.5445	33.8849	54.7656
CNAG_00007	3.76565	7.8975	7.16103	8.6465	6.87623	13.2088	9.88861	12.0672	4.57495	5.90545	9.04658	7.74986	6.12748	5.33575	5.23896	6.59361	15.0891	6.59314	8.20425	12.6517	14.8387	15.1033	17.0538	17.8247	15.0834	23.9057	19.7709	16.4762	17.6742	12.6857	19.494	21.5158	21.5249	23.4533	12.423400000000001	25.632
CNAG_00008	7.60522	4.9347	13.8602	12.9648	9.40183	10.1401	12.2148	12.6849	6.95244	16.8792	11.9059	15.7337	8.96657	13.8949	8.83074	17.9158	12.1201	4.24222	5.76316	5.79162	13.3588	14.7811	8.61341	11.4267	12.9245	11.5897	14.6822	7.59569	22.3353	21.1099	19.6192	26.7123	17.5216	24.002	12.1045	14.5948
CNAG_00009	1.19917	0.81611	12.5028	6.22403	6.50299	16.3619	13.5251	29.0686	4.15687	5.1612	11.9044	10.6868	6.47174	16.9324	6.00354	17.2936	5.76223	10.4463	2.28693	1.93957	6.69488	11.3209	13.2618	22.8123	26.8843	36.2861	3.45605	4.10037	17.982	15.1545	19.9594	33.7486	21.2677	44.5486	11.3274	21.1488
CNAG_00010	27.6943	23.383	23.9895	34.7036	26.3194	31.5988	24.5901	27.6303	11.7744	30.0313	26.2464	30.4828	15.2024	21.4397	15.8757	29.2576	4.71749	4.53413	29.0539	32.3642	56.7322	59.0709	52.4135	55.6032	32.2747	29.5712	40.9838	32.5412	44.7255	39.7472	23.9677	38.5685	31.6755	25.8568	16.279	22.0847
CNAG_00011	10.654	7.74416	16.8309	6.31459	3.23612	5.34659	10.4595	9.35479	1.62734	2.03623	8.12431	9.21507	2.37524	9.68172	11.367	21.0915	23.2378	3.58057	4.5307	6.13153	7.96137	4.74748	4.99652	8.79161	4.35854	2.73142	6.71993	2.62174	10.1253	5.14431	5.61207	14.1157	14.1131	12.3195	2.88033	7.2846
CNAG_00012	6.1483	1.52084	22.3664	17.0464	16.1165	24.4293	15.1444	15.0346	7.34288	4.0107	23.2747	26.0874	17.7703	13.5829	21.1525	27.4201	11.812	7.23398	4.96817	3.41433	3.22742	4.65082	5.04892	2.10503	4.77817	6.19955	9.14035	4.11281	3.99381	8.73589	9.30946	10.177	12.4708	7.71547	12.8142	10.5401
CNAG_00013	1.35512	0	4.8267	7.99396	9.89974	3.82342	9.82761	0.944005	4.92853	11.5939	11.6445	15.4596	2.58943	7.90924	8.57743	8.24955	2.62717	3.72217	0	3.42646	0	5.37606	8.95427	8.06375	3.39707	4.26737	5.07621	1.44884	5.73391	9.98686	9.28612	17.9941	10.928	9.61421	3.7	5.8356
CNAG_00014	1.36817	1.31288	4.75623	1.9984	3.12354	4.07593	3.19939	1.45886	0.278894	9.47425	4.04679	2.06676	2.99427	1.95994	3.28418	4.64294	13.426	1.48654	0.556567	2.52325	4.09231	2.31829	5.35413	3.541	3.61754	4.85457	2.80918	1.65056	5.59989	0.431229	4.58441	0	3.27752	1.17161	1.85545	5.69491
CNAG_00015	5.10109	19.2461	31.8271	31.991	15.0743	48.5793	29.8565	59.4901	6.53184	3.63957	10.9962	12.4637	5.71969	24.8135	6.0873100000000004	19.9736	4.94052	12.6408	3.3113	12.4313	10.9338	7.93395	4.90564	8.4639	11.6913	7.50851	19.7464	10.891	9.00552	7.81503	13.4639	10.5807	4.88291	20.3013	3.47766	6.08252
CNAG_00016	8.54753	11.0883	71.7216	57.6323	45.3444	36.4213	50.5108	62.2072	10.1678	68.4337	53.6684	39.4604	39.3828	30.6746	37.6785	74.3206	129.54	40.3085	45.6708	40.4112	51.2034	13.9315	49.1006	56.6502	85.7062	92.2747	79.3795	50.9217	191.717	61.2825	80.7905	123.621	86.2674	105.961	228.932	105.722
CNAG_00017	0.731818	0.661313	3.1711	4.35233	3.78768	3.32889	3.02703	1.85322	0.579847	0	1.16551	3.74443	0.677051	2.85202	1.81058	2.35076	0.933923	0.831598	1.22707	1.31205	4.26007	1.07339	1.17286	2.15255	1.27782	1.75288	0.379741	0.127346	0.350405	0.581686	0.291369	2.82328	1.97784	1.66566	5.56549	4.12982
CNAG_00018	4.32991	3.2605	9.55526	5.00729	8.02403	8.60279	12.7369	10.3	10.1044	12.1128	21.585	23.7085	10.3513	14.2964	15.2486	25.9211	2.30228	9.02143	2.4198	5.00267	11.4958	5.2919	11.436	11.5102	12.0178	10.097	14.3531	9.7943	28.3355	17.4934	16.8061	19.0904	23.4901	22.9926	15.1724	15.1871
CNAG_00019	218.488	98.3462	395.091	327.382	290.72	405.575	314.02	390.56	35.7338	140.415	138.346	250.597	73.3777	217.791	43.1015	96.2618	244.075	28.6404	302.653	151.262	605.906	463.041	590.199	482.529	633.023	384.717	365.309	290.953	389.06	446.345	596.802	817.466	606.372	376.464	764.073	543.23
CNAG_00020	5.26509	4.33021	19.7048	16.7817	12.3421	13.0075	19.2371	10.3848	3.89123	5.95416	21.5168	13.8181	15.0723	9.89385	24.2565	21.2584	10.432	5.35114	8.73444	7.61626	15.5253	8.98464	13.9418	9.81283	8.54649	7.94917	9.06046	6.56912	10.0031	11.6409	14.6806	15.2311	21.5778	12.495	9.83359	13.3924
CNAG_00021	19.4954	15.6515	21.7061	32.2328	22.0761	16.4699	17.1456	7.66225	11.7483	33.7316	14.6867	11.8312	10.591	8.6313	15.456	10.079	3.4004	0.50042	11.2123	12.727	56.177	44.5929	58.5477	32.2076	39.352	38.6467	23.5798	28.1079	58.3637	38.2364	36.2568	54.9825	26.6466	15.2299	32.209	47.4091
CNAG_00022	8.08365	14.7219	18.0176	21.2646	11.7197	16.479	9.1445	13.7181	1.35224	30.8541	13.431	9.48228	4.14483	6.99425	7.33616	19.5875	0	2.50121	16.1345	22.9671	40.5363	37.2119	51.2944	35.0805	36.2312	41.384	36.5423	45.6538	53.6108	57.7536	32.4383	55.0735	53.5742	32.9271	23.1344	42.191
CNAG_00023	4.25604	0.827656	13.9885	17.13	41.2941	28.6062	124.408	66.1169	1.40416	1.74445	8.57397	1.97048	6.96823	1.77621	16.9005	7.43932	5.84373	2.39135	0.773221	0.874188	7.35681	2.02634	3.93696	0	0.991614	1.63069	0.637347	0.639803	1.73639	0.731942	1.84057	1.00658	2.04377	2.10174	0.820575	2.82278
CNAG_00024	106.272	90.1536	129.566	147.33325746	98.4355	99.87260001542451	108.4080042308	77.98650471366001	49.4254	110.519	75.495	82.9399	51.4143	78.9973	32.302000026463	64.9763	85.32539999999999	31.5029	93.611400692333	121.35896	255.181	245.70610000000002	267.7579	195.8512	229.45250000000001	209.2174	155.1540357321	170.58859999999999	155.512	145.108	133.3685	240.7879	124.77100004644291	127.0038	233.409	263.404
CNAG_00024T2	24.6324	26.011	35.3437	34.1748	26.1227	17.7547	22.4681	20.2121	0	29.4561	36.4628	40.6013	27.8576	35.2888	38.6248	25.3285	0.00236187	3.99875	38.118	24.3503	60.7352	44.8894	32.253	15.314	37.3992	9.91127	56.907	31.4662	36.9808	47.7394	41.7968	36.5774	47.4126	22.7455	38.1435	19.9061
CNAG_00025	24.3283	20.3979	23.337600000000002	29.779600000000002	9.26577	11.60634	11.8726	11.13111	14.29936	15.09011	7.4939	10.88681	4.50548	18.01553	4.133352222	10.7294	22.21217766	6.380909312	22.969	17.426209999999998	18.3199	26.40786	30.1288	36.7415	39.4203	44.319	35.41631	26.377679999999998	32.7798	24.3913	31.2739	41.8558	28.8204	30.86419	10.682053621000001	11.83989
CNAG_00026	15.3394	13.0829	19.06026	30.8095	35.3916	32.479	43.266	33.0827	4.86437	11.6642	22.06790968605	26.2861	8.51983	18.4561	8.91055	29.9976	15.70416	4.83951	20.555307010739998	22.6798	57.6353	57.8932	63.7496	56.3648	60.944	54.3175	45.9115	44.2395	80.7342	88.1608	69.2426	88.8327	53.2762	55.8433	100.224	142.82165
CNAG_00027	1.31412	1.42533	4.17488	5.47006	5.43907	2.9682	5.75915	7.98794	2.70309	6.42702	8.92213	9.55639	5.28062	4.86516	4.79513	14.2737	5.03221	4.32804	0.992125	3.01612	5.55977	5.49611	3.93341	1.78493	4.02678	3.97863	2.04675	3.01974	5.66123	7.21086	7.53953	6.5187	7.36656	3.59153	5.64527	4.57323
CNAG_00028	3.32349	0.564246	9.28125	9.87041	7.85581	10.3602	7.70102	8.6192	3.24692	10.7437	13.5687	13.1072	3.98081	12.1397	6.55791	23.6299	2.39044	3.05239	9.45346	3.87752	11.9072	6.65722	14.2708	15.3001	9.93138	9.95894	16.8938	9.79539	16.6622	16.4197	19.7266	26.1173	16.1771	8.55981	15.6524	13.9714
CNAG_00029	1.23334	1.67906	3.10326	3.65747	2.11134	4.06192	3.79222	0.854312	0.474402	0.884592	1.93173	2.49836	0	0	3.08349	7.00596	2.37103	0	0	2.43841	3.44486	4.11138	3.66117	4.44094	2.51506	1.65444	1.93975	2.92068	13.2066	6.68287	2.98784	7.14665	5.99026	0	0	1.71839
CNAG_00030	0.737498	1.06493	0	0	0.443997	1.4692	1.50743	2.16602	0	0	0.809321	0.633432	0.492221	2.15411	0.428684	3.40783	0	0	1.99632	0.561915	7.58489	5.344230169383	3.38605	2.6897	3.32175	2.40803	0.411169	1.64928	11.5597	12.2748	3.66662	5.17331	4.50896	14.67687	8.45206	4.81851
CNAG_00031	0.9503107630000001	0.6440233415	4.11820798	2.119526091	4.37263561	6.5244	5.54177	7.465283588	0.941689002	3.0763011	4.415643568	5.18203058	2.47399017	2.28961	4.61406516	12.1478532	7.19685	2.1601899700000002	1.19482962	2.1296479612	1.746565097	3.26631541	8.5347447788	8.69129	7.656909532	6.93012	3.20472	2.6042	1.706519559	5.947462037999999	4.91046	9.71333	9.541599932999999	12.8331	4.09943	6.846795515
CNAG_00032	0	0	0	0	0	1.2809	0.739065	0	1.36544	0	0.935555	2.94843	0	0	3.45713	0.791664	0	1.01069	0	0	2.56092	0	0	2.1965	0.373698	0.351531	0	0.961289	0	0	3.3346	3.00825	1.02826	0	1.23054	0
CNAG_00033	2.0872	2.88624	4.42428	3.05833	5.78283	1.95895	14.0573	4.37844	0	0	3.07012	0	1.26268	0	0	1.80449	0	0	5.54506	5.29504	14.2904	0	17.5515	1.48463	6.23507	2.51886	1.13851	0	0	0	2.66713	3.47084	4.92762	7.57431	11.5249	14.3511
CNAG_00034	181.016	224.131	316.438	391.059	428.43	685.908	605.589	684.876	80.2955	165.406	222.673	420.807	207.09	397.59	120.477	275.184	175.776	61.0251	203.173	217.608	674.994	553.633	1574.77	1285.07	1873.23	1630.49	314.433	303.217	761.899	758.997	1166.45	1362.89	1522.04	1288.13	1779.58	1501.6
CNAG_00035	0.769911	0.52266	1.66519	1.14353	2.86947	2.17363	2.38039	0.798487	0.301597	0	4.67061	1.24539	0.792357	0.374984	2.17512	2.69545	0.738092	1.08888	0	0.55266	4.26656	2.33795	2.68382	2.62323	2.33736	1.46321	0.802113	0.604716	11.0338	0.921374	3.00453	2.5472	3.2799	3.96176	4.65981	0.885656
CNAG_00036	19.5301	33.3122	14.0064	8.43399	5.54954	8.42231	9.96176	15.2431	6.78194	9.32408	6.31746	15.1892	6.47924	24.558	8.0238	26.9892	6.27182	31.3521	28.1192	39.5424	7.62863	7.27272	2.20782	3.6479	4.67636	5.96812	11.1528	21.0733	6.94831	18.7155	7.4478	4.04459	3.06256	1.41649	0	0.761884
CNAG_00038	10.7925	6.52888	8.1915	0.889147	8.55656	4.79572	6.39367	4.98319	1.38562	7.7418	8.45837	15.5444	4.44932	11.6775	3.66883	14.673400000000001	2.30489	1.3479	25.9186	11.2064	12.8319	14.9836	2.26422	1.02758	0.733207	2.06693	21.3647	18.6094	14.5568	14.4328	14.5159	10.9187	8.73095	3.10804	1.61821	1.94791
CNAG_00039	24.8405	21.5765	16.2151	16.5935	14.1057	11.7748	16.7323	8.82811	7.32377	23.0396	13.5085	11.797	9.10745	10.0106	8.81744	18.0552	10.043	1.86603	38.3759	38.8391	55.4378	46.6975	30.6612	19.0754	15.8029	10.1444	45.9485	33.7259	31.6376	28.4544	19.572	14.7442	16.8653	6.23469	7.50738	10.8543
CNAG_00040	18.3892	25.9608	29.7033	51.9013	43.4574	67.4921	42.3177	64.5807	2.88537	23.7871	26.4059	55.6173	22.4887	38.3344	15.3973	47.6468	36.6615	17.6945	28.3204	48.0431	67.2182	59.0632	101.333	108.843	112.188	104.502	44.2348	46.5872	57.4681	79.1885	60.4624	85.1699	54.5991	51.6986	47.4748	67.9838
CNAG_00043	4.02819	11.7694	12.5216	7.82823	8.71952	13.2683	11.7729	11.7763	8.05929	15.5944	10.3326	11.5213	7.27164	12.0747	6.16182	12.2103	1.1872	6.50082	12.1041	14.1169	7.13627	7.17086	5.14083	5.68921	7.75759	5.75568	14.9802	12.9591	11.5601	6.29142	10.5741	6.66173	7.89853	15.904	3.3302	7.9605
CNAG_00044	18.5013	7.22327	6.38594	9.67051	8.64077	12.3928	11.1896	10.239	8.77079	16.5558	9.14593	11.3043	7.56441	11.856	8.23126	13.2946	4.46296	8.82831	19.4475	14.9339	7.18141	8.14244	4.88703	6.94311	5.69457	7.79522	25.2879	17.2001	11.7466	8.32955	10.2234	15.9795	12.4349	9.93244	8.71367	9.04784
CNAG_00045	1.01025	0	6.54536	2.99836	4.04472	4.04035	5.19088	9.08913	3.52802	5.07653	8.216	7.36072	5.14938	6.39544	4.52666	13.2529	6.78884	2.84708	1.92103	2.72162	4.21629	1.39898	2.44612	1.20878	2.05266	2.31388	7.91996	5.5688	4.33496	1.81928	3.9603	5.01568	4.32278	6.08984	7.48706	1.86836
CNAG_00046	12.0163	11.195	22.274	22.5033	22.3677	17.2581	19.6978	21.0304	6.31714	19.9562	22.107	37.9259	6.38331	34.4869	15.7937	27.0795	12.1605	11.7178	12.0735	21.3724	20.031	15.8187	16.3916	10.1979	21.4198	17.4621	17.2485	18.3112	30.6924	25.141	22.6122	40.8375	34.5178	39.3845	31.5931	44.6741
CNAG_00047	23.2515	8.05365	15.1065	4.73762	9.39701	4.29033	2.62676	0.946199	6.03817	2.61926	5.51396	4.05838	4.04365	0	4.61286	1.19655	176.72	25.7356	21.929	19.4815	13.0856	5.8006	4.6546	0.62258	2.95954	1.38985	20.2261	6.69455	7.17889	2.73315	3.01894	1.50874	2.53994	0.783897	1.84159	6.10092
CNAG_00048	0.368566	0	0	0	1.05702	0.520275	0.455989	0	0.289133	0.529725	3.50222	1.19221	0	1.07708	0.208503	1.93573	1.41307	0	0	0.132268	0.680435	0.610208	0.19757	0	0.745553	0.700047	0.191904	0.578766	1.05669	2.64529	3.75941	1.82896	1.91032	1.26366	0.495588	0.847396
CNAG_00049	0	0	0	0	0.396502	2.94703	2.56318	4.34166	1.06427	0	0.362093	2.82151	2.33007	0.677666	3.07584	3.64757	0	0.780028	4.43767	0.250321	1.29958	0.387521	1.88237	0.717621	3.69975	1.8726	0.731361	0.366894	2.97723	0.839832	1.26838	1.15261	3.91192	0	0	6.80979
CNAG_00050	2.31093	11.5565	6.08009	1.14089	18.4029	5.0736	9.12496	10.6846	2.34231	2.20732	2.7961	7.4991	2.56411	6.74951	6.77243	9.41519	4.4505	1.72274	24.613	10.256	12.2577	18.48	13.3596	9.81617	13.2616	10.3906	24.7394	17.4891	16.4558	8.3822	12.2001	17.8643	13.0247	6.69428	2.08447	4.67961
CNAG_00051	9.97117	8.84661	17.3913	18.7972	9.64761	12.3565	16.8722	13.7585	9.1395	16.4344	13.2545	18.3295	10.4125	21.0528	12.3939	21.1774	13.129	6.44716	11.3783	16.4322	29.4984	27.7495	29.2499	22.1032	25.1151	22.0611	22.0529	23.8765	25.8377	20.5344	20.2783	38.4495	25.7213	28.0529	21.9609	24.6588
CNAG_00052	207.109	360.382	137.612	45.6533	14.1087	5.82474	12.4902	0	63.3563	277.629	23.8946	88.1925	6.85601	230.71	11.7107	26.7557	166.093	242.741	358.222	462.207	0	11.1067	3.8648	0	11.7038	0	92.2023	207.266	17.6869	8.1369	13.4842	21.6862	16.2863	48.1344	0	16.1262
CNAG_00053	3.50345	0	1.24193	0	1.9534	4.11717	4.19684	28.1487	0	0	0	0	0	1.70311	1.79978	12.155	6.823	13.3065	23.0766	6.3429	1.6963	9.02626	11.6962	8.66868	28.9027	32.8328	4.73695	1.88392	7.36542	2.17315	3.32242	2.91253	7.50757	40.9325	2.40716	6.80734
CNAG_00054	15.2674	29.8585	3.89688	9.66831	2.4649200000000002	2.05193	3.53684	0	4.04517	9.35134	7.24856	9.75662	3.54223	5.30609	7.61595	2.85027	18.9717	38.6472	30.9691	36.9666	3.09681	0	2.38526	1.13695	0	0	11.5863	9.27677	1.54489	6.64958	6.72482	0	0.414661	3.833	2.96537	1.03261
CNAG_00055	8.33027	12.8437	15.9817	12.3573	13.0095	9.66789	14.5925	11.1504	22.3228	56.5882	32.8529	39.1299	11.2783	16.2251	14.566	32.0449	9.60195	10.3137	7.75619	9.37883	7.22338	8.93303	10.4731	15.97	19.4399	19.9636	44.7604	46.4065	19.8421	24.7018	20.805	36.7693	26.7052	32.5764	26.2115	48.1125
CNAG_00056	3.76538	2.35691	3.9722	3.01353	2.66256	4.634	5.98375	2.80158	2.28657	3.33242	5.06381	6.55438	3.80459	6.20797	3.29624	9.63945	1.10949	2.13638	3.64756	2.38948	9.86575	3.50919	5.88726	5.61033	7.01297	7.46099	2.25728	4.38929	6.65195	5.87781	9.18363	12.9323	7.91239	7.42807	5.83492	8.36455
CNAG_00057	195.423	334.99	68.1856	91.8886	19.4815	36.5991	24.6222	17.5253	41.3044	213.168	35.6352	83.5395	17.8733	113.314	11.2311	37.0271	197	230.45	194.785	370.378	22.3876	26.3644	4.7809	3.6886	3.09684	2.18276	217.265	297.973	54.1631	60.9478	27.2113	99.4759	24.588	54.7006	5.12321	11.1685
CNAG_00058	10.2761	16.9382	21.1719	31.0749	23.3671	28.4938	22.2496	24.864	7.77447	21.6269	18.2131	39.4726	12.1038	25.7404	12.0433	33.4108	19.6988	9.76349	18.0677	27.5266	51.4911	55.6963	53.5088	59.4918	48.847	56.3209	31.9108	43.7983	79.444	65.4102	57.2498	114.735	72.416	74.2358	56.2562	62.2688
CNAG_00059	2.78111	5.06668	13.2785	15.0859	8.93538	11.7749	5.65911	7.08103	5.57047	5.30635	10.5025	10.5422	4.26858	4.51165	4.03009	7.27665	5.36569	3.61105	13.0961	8.68236	17.4504	20.7771	22.2031	18.2788	21.389	16.8872	21.0793	30.9422	32.9209	16.8836	16.4746	18.4374	16.4663	14.5795	8.80094	13.9512
CNAG_00060	21.839119999999998	32.6426	12.141929999999999	9.49167	9.4470500138833	9.28098	7.44591	6.64271	13.995159999999998	25.24684	11.4543	8.63378	4.24253	8.82644	6.611988	12.92159	10.8457	8.4064659083	27.7332	25.874583899999998	27.220863242	34.5767	13.7797	15.1389	10.842	10.5932	34.0192	40.3269	31.13595	24.65804	18.668	26.83436	11.9141	10.99511	10.0615	10.17876
CNAG_00061	100.464	78.8663	99.7157	88.1638	95.3734	110.298	77.3782	97.6028	45.6033	85.9412	101.707	126.457	46.6434	91.3294	43.9522	108.209	170.485	48.1548	110.742	129.059	136.793	97.0452	62.6041	40.994	75.3375	85.555	142.121	123.142	163.651	127.917	106.402	152.189	174.896	146.588	128.638	135.109
CNAG_00062	8.39436	5.18032	31.086	16.4355	21.0047	21.0061	23.2814	22.4238	7.17646	5.48347	19.7284	16.3555	10.9982	22.3008	14.6641	29.0553	7.31557	6.04458	18.3109	17.118	17.6186	21.4861	16.7779	20.5389	25.3271	28.7126	16.6943	12.7859	28.4367	26.4819	22.6761	35.9772	36.887	30.1023	33.3557	36.6891
CNAG_00063	2.0872	2.88624	5.89904	18.35	4.62626	14.6921	20.6724	18.9732	2.88512	0	7.16362	3.41273	1.26268	2.02548	1.04936	21.6539	0	0	13.8627	3.02574	20.4148	13.2228	19.8917	23.0118	29.3939	47.0188	17.0777	5.63061	5.81722	10.4268	14.6692	13.8834	16.4254	49.233	51.8622	38.9531
CNAG_00064	17.0627	9.77043	25.302	20.9594	16.7569	28.7487	22.8788	18.8297	6.17524	22.291	16.4807	24.341	17.1234	40.1058	26.1294	37.0754	11.0342	7.01519	24.1079	12.3313	23.1411	34.7128	28.2359	29.911	39.2909	34.2237	38.8734	24.3564	66.1057	24.4928	72.8199	49.5737	78.2588	133.966	25.2612	47.0656
CNAG_00065	40.6716	39.5521	72.6856	53.779	79.2619	95.6599	128.063	136.908	33.4001	71.905	85.4448	114.019	36.9075	90.6164	58.7306	125.9	31.0259	20.7559	73.1776	77.1832	105.29	105.963	194.781	138.66	216.215	193.071	107.399	76.7911	250.275	174.808	222.251	344.31	233.018	236.834	279.309	283.027
CNAG_00066	14.7656	30.2779	21.4575	20.9036	17.5143	20.2383	18.1885	15.5317	9.84799	23.3236	19.4951	25.3433	9.02523	22.071	16.74	32.4231	11.7864	11.1934	17.7927	28.6638	19.9592	31.6908	21.2317	16.2536	15.0853	19.2864	21.1421	25.39	18.5635	16.3648	16.9735	29.1432	17.6343	11.2186	7.87589	13.8506
CNAG_00067	97.9489	64.6365	154.891	263.313	294.632	375.422	142.933	358.805	15.0716	33.1864	111.063	244.391	108.665	458.923	61.5867	292.789	155.847	87.3895	110.135	69.6058	280.589	240.145	203.745	306.684	383.243	332.8	160.518	156.216	554.844	289.205	351.955	326.969	611.958	538.341	387.737	439.201
CNAG_00068	21.7344	47.8096	32.5481	25.4445	32.5152	43.2327	30.9931	36.6417	9.07014	22.2521	17.4151	25.5576	7.26217	16.6819	11.9574	25.085	12.62	5.22519	66.4338	76.7969	83.1783	91.3176	59.0726	52.4295	25.9466	18.8632	85.9823	88.0087	65.1876	66.1104	38.8676	38.6696	23.6181	21.4236	16.3738	14.9679
CNAG_00069	0	0	0	0	1.22844	0	0.2941	0	0.54883	0	1.12123	0	0	0	0.396597	0	0	0	0	1.03472	1.34384	0	0.389193	0.741947	0	0.553267	0	0.758549	0	0	1.31167	0	0	0	0	0.335364
CNAG_00070	135.642	235.857	132.332	224.276	227.069	260.1	263.07	231.257	30.3452	75.0817	62.5019	74.9004	110.25	129.66	75.2105	105.947	17.081	11.7323	54.5812	113.316	71.5924	83.7063	48.9185	25.7725	18.3912	10.2629	36.4232	37.9593	43.8546	37.2771	24.7895	37.3881	31.0638	16.8923	9.83972	15.6351
CNAG_00072	19.6534	23.2086	17.1242	17.651	17.1528	35.0418	26.1419	42.9564	8.42078	25.2443	23.3249	48.1552	14.0465	49.8667	11.5769	52.0126	23.8356	17.4842	33.4504	33.6284	31.1917	26.0784	16.146	17.6869	24.81	32.1953	29.7438	46.7133	41.4184	27.3292	33.7025	71.9007	60.8375	62.3795	33.4578	23.4458
CNAG_00073	14.6547	18.6556	26.9473	27.7358	17.885	21.524	24.9025	22.9985	11.9844	41.8541	21.8287	26.0062	13.1188	27.6914	12.8249	27.8205	11.4733	8.20577	12.5569	14.4883	22.2287	14.5248	15.7668	14.9119	17.7025	20.474	22.7993	24.9099	33.5016	28.0456	29.547	33.4052	25.511	25.3764	25.3208	28.3209
CNAG_00074	40.1153	44.5519	16.8309	29.2539	30.3332	47.1897	46.7773	63.0266	9.73001	36.6913	30.4232	62.8149	31.3268	112.969	17.7474	81.7234	13.9813	36.3327	51.0948	60.201	37.3615	22.7401	11.5326	23.346800000000002	37.028	71.8896	60.5663	70.6235	20.9126	41.0022	42.2248	46.4483	44.5483	65.0096	18.6329	21.9646
CNAG_00075	36.3554	73.9245	9.05984	6.26146	3.55035	11.0313	17.7693	14.9531	10.3105	18.1654	2.09262	34.963	7.73473	35.2586	4.28579	20.3231	8.35066	24.0698	73.9352	70.5166	20.9474	17.2543	1.20056	3.04334	10.9621	15.4971	35.0283	57.6996	29.7723	13.3592	23.2612	32.0016	15.1624	31.0756	11.8131	7.36136
CNAG_00076	6.64891	3.79943	6.56236	8.31834	5.62239	10.8678	17.47	11.8525	1.37466	4.02425	4.62227	10.7522	5.29685	10.9086	1.58591	6.73986	3.35346	3.56726	14.1282	10.9245	10.9759	15.2492	14.9993	16.3189	9.3384	10.0963	8.01303	10.0705	11.0396	7.11277	11.1205	15.0491	6.34394	13.1895	7.05617	6.91424
CNAG_00077	34.6389	48.8367	74.2193	89.5307	107.113	120.116	163.419	157.813	10.1403	41.1415	74.0877	104.227	43.5933	125.03	60.0451	112.226	11.124	5.68172	34.4854	46.3443	70.913	64.937	50.0341	39.8317	38.486	48.6886	41.7254	43.8008	75.484	85.067	35.8049	52.2724	30.2313	44.0328	22.7717	29.4515
CNAG_00078	1.88749	3.40784	8.30127	11.9346	5.43712	13.0272	7.69308	11.0728	0.878507	1.81154	5.3651	8.25408	2.41789	5.05777	5.60385	9.09969	6.6175	3.04665	2.56462	2.93111	4.90088	6.55981	10.5624	12.3019	10.8708	11.8015	3.25699	3.52427	5.20396	3.74212	6.08618	6.23955	10.2281	14.4566	15.811	9.75435
CNAG_00079	20.6861	20.2029	37.3636	42.2431	7.25189	12.0481	8.80742	19.1613	13.2593	5.63589	50.5977	40.8258	9.67667	7.66978	18.6587	39.5044	74.169	29.5483	26.6145	59.2807	4.64508	0.552813	0.537061	6.14355	11.3855	4.20854	44.8697	54.8671	2.79586	3.59364	1.81496	4.89881	3.35771	8.62398	5.34865	2.32179
